Time,Type of Transaction,Age,Fraud
15,POS,61.4,0
6,POS,48.2,1
19,Online,62.9,0
12,ATM,42.7,0
9,Online,50.2,0
22,Online,38.2,0
19,Online,30.4,0
14,Online,51.4,0
15,Online,63.2,0
15,ATM,49.2,0
17,POS,43.6,0
17,Online,44.4,0
21,POS,65.2,0
14,Online,36.4,0
13,POS,57.1,0
16,Online,46,0
8,POS,51.5,0
19,ATM,41.8,0
11,POS,29.4,0
13,ATM,46.1,0
2,Online,35.3,1
23,Online,30.1,0
17,ATM,42.5,0
15,POS,38.7,0
11,ATM,50.6,0
23,ATM,50.5,0
20,ATM,39.2,0
14,Online,27.4,0
22,Online,45.7,1
22,POS,48.4,0
23,POS,44.2,0
13,Online,37.3,0
8,POS,32,0
11,Online,40.6,0
2,Online,32.4,1
23,POS,52.7,0
16,POS,50.3,1
12,Online,37.2,0
7,Online,53.4,0
8,POS,41,0
23,ATM,62.5,0
16,Online,31.6,0
17,Online,28.3,1
22,POS,46.3,0
12,POS,49.3,0
9,POS,40.8,0
12,Online,45.5,0
9,ATM,55.7,0
10,POS,38.2,0
23,Online,50.9,0
17,POS,33.9,0
19,Online,39,0
18,Online,44.9,0
2,POS,50.7,1
8,Online,60.5,0
15,POS,59.2,0
22,POS,31.7,0
0,POS,33.8,1
20,POS,38.6,0
17,POS,38.6,0
0,Online,49.6,1
16,ATM,42.3,0
14,Online,53.2,0
12,ATM,45.2,0
10,POS,50.9,0
15,Online,24.4,0
11,Online,49.9,0
7,Online,38.8,0
8,POS,49.3,0
13,Online,50.2,0
8,ATM,43,0
14,Online,32.8,0
12,Online,51.5,0
9,ATM,31.1,0
14,ATM,42.7,0
13,Online,55.3,0
12,ATM,42.5,0
0,POS,56.9,1
9,ATM,48.9,0
7,POS,47.4,0
13,POS,45.9,0
17,POS,44.7,0
9,ATM,22.4,0
23,ATM,51.6,0
7,Online,26.1,1
19,Online,45.8,0
7,ATM,29,0
22,ATM,42.5,0
17,POS,48.1,0
15,ATM,46.6,0
16,ATM,45.8,0
19,ATM,48.6,0
17,Online,63.2,0
16,POS,51.4,0
16,POS,43.5,0
13,ATM,47.6,0
11,POS,46.7,0
18,POS,46.6,0
8,POS,51.2,0
11,ATM,50.7,0
21,POS,40.3,0
21,POS,54,0
15,Online,33.9,0
17,Online,53.3,0
5,Online,54.2,1
9,Online,60.6,0
16,ATM,48.8,0
10,POS,50.6,0
11,POS,32.6,0
17,Online,56.2,0
7,ATM,50.5,0
7,POS,56.9,0
17,POS,51.8,0
8,POS,37.8,0
12,POS,34.7,0
10,POS,47.4,0
20,ATM,45.3,0
15,ATM,42.8,0
17,ATM,38.1,0
20,POS,31.5,0
9,ATM,34.4,0
8,Online,67,0
16,Online,38.9,0
16,Online,52.7,0
23,POS,29.9,0
7,Online,30.8,0
9,Online,52.2,0
7,ATM,53,0
12,Online,34.5,0
20,ATM,33.3,0
9,POS,17.5,1
23,Online,32.2,0
23,POS,31.9,0
7,POS,42.9,0
12,POS,44.2,0
7,POS,53.9,0
8,POS,46.7,0
19,Online,42.5,0
22,Online,47,0
16,ATM,56.3,0
12,Online,34.3,0
23,Online,52,1
14,POS,50.3,0
22,POS,45.4,0
21,Online,38.8,0
9,POS,44.3,0
16,ATM,37.5,0
17,POS,30.6,0
12,POS,51.9,0
21,POS,70.9,0
15,POS,57.2,0
20,Online,36,0
21,POS,49.4,0
18,ATM,47.6,0
17,ATM,48.6,1
8,Online,43.7,0
15,POS,35.2,0
12,ATM,52.1,0
18,ATM,41.9,0
22,Online,52,0
7,Online,29.5,0
9,POS,63,1
17,POS,54.9,0
20,ATM,37.7,0
18,ATM,43.3,0
7,ATM,42.1,0
15,POS,49.7,0
16,Online,69.9,0
15,ATM,55.8,0
18,Online,50.1,0
18,Online,52.6,0
14,Online,39.4,0
18,ATM,38.7,0
4,Online,48.1,1
22,ATM,42.1,0
12,Online,28.3,0
14,Online,57.2,0
22,Online,35.5,0
8,Online,50.5,0
20,ATM,38.5,0
1,POS,42.1,1
15,ATM,43.4,0
16,ATM,36.1,0
13,POS,53.8,0
10,ATM,34.6,0
17,ATM,40.3,0
16,Online,46.1,0
20,ATM,73.4,0
4,ATM,33.8,1
9,ATM,47.2,0
17,Online,54.2,0
1,Online,40.8,1
13,ATM,33.9,0
18,Online,59.4,0
19,Online,45.9,0
9,ATM,40.8,0
21,ATM,64,0
0,ATM,48.3,1
13,Online,32.7,0
14,Online,39.6,0
9,POS,38.1,0
9,Online,52.1,0
19,ATM,50.8,0
9,POS,33.3,0
20,ATM,46.7,0
17,Online,33.8,0
18,Online,55.8,0
6,ATM,22.3,1
22,POS,35.8,0
8,ATM,49.5,0
8,POS,52.7,0
8,Online,39.4,0
21,Online,37,0
13,Online,55.5,0
11,ATM,33,0
1,POS,48.8,1
18,POS,56,0
22,Online,45.1,0
23,ATM,64.4,0
12,POS,42.9,0
10,Online,51.7,0
21,ATM,56.4,0
13,POS,28.3,0
9,Online,38.4,0
23,POS,50.8,0
8,Online,61.5,1
7,Online,63.8,0
19,Online,57.4,0
10,ATM,54.9,0
19,Online,44.2,0
23,POS,37.8,0
10,ATM,33.9,1
7,ATM,39.9,0
12,Online,25.7,0
23,POS,49.8,0
4,ATM,49.8,1
20,POS,47.5,1
19,POS,53,0
16,POS,47.7,0
14,POS,37.1,0
17,Online,45.3,0
19,POS,68.5,0
15,POS,62.7,0
18,Online,34.6,0
22,Online,45.1,0
22,POS,45.8,0
2,POS,33.8,1
10,POS,35.8,0
9,POS,36.6,0
20,POS,49.5,0
16,Online,51.4,0
18,ATM,42.5,0
20,POS,50.9,1
12,Online,47.4,0
11,POS,45.4,0
11,POS,56.3,0
11,ATM,46,0
12,Online,26,0
13,POS,41.6,0
10,ATM,49.2,0
13,ATM,44.9,0
22,POS,39.7,0
16,POS,27.6,0
19,POS,52.3,0
17,Online,38.1,0
16,ATM,65.6,0
19,POS,36.3,0
17,Online,38.8,1
22,POS,31.6,0
18,ATM,47.2,0
20,ATM,22.6,0
9,ATM,44.8,0
13,Online,60.3,0
8,ATM,44.7,0
8,Online,31.2,0
12,POS,32.5,0
11,POS,52.8,0
20,ATM,44.6,0
11,Online,29.7,0
12,ATM,47.1,0
7,ATM,56.9,0
10,ATM,45.1,0
7,ATM,53.2,0
18,POS,50,0
13,Online,32.7,0
7,POS,59.8,0
7,ATM,45.9,0
19,POS,49.8,0
13,ATM,26.4,0
18,POS,36.2,0
14,POS,42.3,0
16,ATM,66,0
11,ATM,37.4,0
8,ATM,50.7,0
11,POS,38.3,0
10,Online,54.4,0
14,ATM,56.9,0
7,ATM,35.2,0
7,ATM,48.5,0
8,ATM,41.8,0
10,ATM,41.9,0
22,POS,36.8,0
5,POS,32.7,1
9,ATM,61.7,0
3,ATM,54.1,1
21,ATM,36.1,0
13,POS,55.3,0
7,ATM,48.4,0
13,POS,53.3,0
17,ATM,45.9,0
13,ATM,37.7,1
15,ATM,46.2,0
14,ATM,50.7,0
8,POS,42.8,0
15,ATM,59.5,0
22,ATM,41.3,0
11,ATM,42.4,0
11,ATM,27.9,0
23,ATM,31.2,0
13,Online,52.3,0
15,Online,43.2,0
20,Online,18.7,0
15,ATM,43.6,0
16,POS,40.5,0
7,Online,39.5,0
10,ATM,41.3,0
16,ATM,36.5,0
13,POS,70.8,0
22,ATM,37.4,0
12,ATM,44.1,0
21,Online,52.5,0
11,POS,43.9,0
15,POS,43.9,0
18,ATM,49.9,0
18,Online,35.2,0
19,Online,21.3,0
8,Online,37.8,0
23,POS,39.9,0
21,POS,53.2,0
21,Online,37.9,0
14,ATM,40.7,0
1,POS,33.4,1
12,POS,56.4,0
13,POS,38.9,0
9,POS,70.1,0
12,POS,38.1,0
19,POS,32.2,0
18,Online,38.5,0
14,POS,53.6,0
13,ATM,38,0
16,POS,42.3,0
12,POS,54.5,0
13,ATM,45.5,0
20,POS,53.3,0
21,POS,20.6,0
9,ATM,43.5,0
14,Online,53.4,0
12,POS,38.8,0
13,Online,39.9,0
11,Online,55.8,0
19,ATM,47.7,0
17,POS,54.8,0
15,Online,42.8,0
20,POS,47.2,0
15,ATM,18.6,0
11,ATM,46.3,0
16,POS,42.6,0
12,Online,38.8,0
14,POS,34.5,0
20,Online,48.8,0
16,POS,38.6,0
16,ATM,47.4,0
7,ATM,35.6,0
16,ATM,30.7,0
20,POS,41.4,0
11,ATM,42.1,0
20,Online,38.7,0
23,Online,39.5,0
18,POS,26.4,0
15,ATM,49.9,0
14,POS,43.4,0
11,Online,46.7,0
8,POS,43.4,0
7,ATM,61.6,0
9,POS,57.3,0
11,POS,49.4,0
19,Online,54.2,0
7,ATM,49.9,0
8,POS,50.3,0
7,ATM,48.6,0
19,POS,40.7,0
21,Online,41.9,0
23,ATM,69.6,0
8,POS,52.9,1
18,Online,65,0
16,POS,57.2,0
21,Online,37.1,0
15,POS,38.2,0
19,Online,35.2,0
16,POS,55.1,0
13,ATM,34.4,0
18,ATM,36,0
23,Online,65.5,0
16,ATM,39.4,0
9,ATM,39.3,0
21,Online,55,0
18,Online,46.6,0
15,POS,37.4,0
11,Online,49.8,0
14,POS,48.1,0
1,Online,59.6,1
7,ATM,58.9,0
23,ATM,36.5,0
22,ATM,44.4,0
23,POS,39.3,0
8,ATM,42.2,0
15,Online,37.2,0
19,Online,29.5,0
20,ATM,43.2,0
20,Online,37,0
14,ATM,49.4,0
12,POS,52.5,0
7,Online,61.2,0
16,ATM,62.9,0
11,ATM,38.8,0
12,Online,42.6,0
8,Online,36.2,0
15,ATM,45.7,0
21,POS,35.1,0
15,POS,44.4,0
7,Online,31.2,0
11,Online,54.3,0
11,Online,50.2,0
14,ATM,69.9,0
10,ATM,30.1,0
16,ATM,63.1,0
23,POS,45.7,0
23,POS,39.8,0
17,POS,48.8,0
22,Online,24.9,0
12,ATM,25.9,0
17,POS,47.7,0
22,POS,44.3,0
19,Online,29.9,0
23,POS,38.9,0
23,POS,42.5,0
10,ATM,37.5,0
15,ATM,65.7,0
9,ATM,60.2,0
19,Online,67.4,0
11,ATM,51.7,0
19,ATM,43.3,0
14,Online,40.5,0
9,ATM,44.7,0
22,POS,51.5,0
1,Online,45.1,1
20,Online,40.5,0
16,POS,63.6,0
20,Online,33.1,0
7,ATM,36.4,0
12,Online,74,0
0,Online,35.1,1
12,POS,53.3,0
7,POS,46.9,0
10,Online,44.1,0
20,Online,51.6,0
18,Online,43.5,0
16,POS,34.3,0
9,ATM,60,0
14,POS,43,0
20,ATM,43.1,0
7,Online,36.6,0
14,ATM,38.9,0
16,Online,40.1,0
10,ATM,28.2,0
11,Online,49.8,0
22,POS,51.8,0
19,ATM,45.2,0
11,ATM,55.6,1
14,POS,42,0
16,Online,44.2,1
11,ATM,40.8,0
12,ATM,47.8,0
8,ATM,53.8,0
2,Online,31.7,1
8,Online,21.9,0
8,ATM,39.1,0
8,ATM,43.6,0
17,Online,49.4,0
11,ATM,46.7,0
12,Online,33.6,0
21,ATM,55.8,0
11,POS,51.6,0
23,POS,56.8,0
18,Online,42.9,0
9,ATM,35.5,0
16,POS,37.2,0
17,ATM,63.2,0
8,ATM,40.6,0
20,Online,45.4,0
18,ATM,38.8,0
13,ATM,39.5,0
23,Online,60.5,0
20,POS,49.1,0
9,ATM,35.9,0
18,Online,35.2,0
7,ATM,41.5,0
14,Online,47.5,0
18,Online,24.2,0
19,POS,41.5,0
17,Online,31.8,0
10,ATM,41.7,0
18,ATM,53.6,0
9,POS,43.1,0
19,Online,39.7,0
7,ATM,37.1,0
12,ATM,36.8,0
16,ATM,68.2,1
7,ATM,47.9,0
16,Online,52.8,0
19,ATM,54.6,0
21,ATM,34.9,0
18,POS,32.7,0
12,POS,37.3,0
7,POS,56.7,0
17,ATM,63,0
19,Online,52.4,0
13,POS,43.9,0
11,POS,44,0
10,ATM,62.1,0
16,Online,50.9,0
15,POS,51.8,0
17,POS,62,0
8,POS,45.3,0
22,POS,44.7,0
8,ATM,49.1,0
8,POS,46,0
18,POS,61.5,0
2,Online,49.7,1
17,ATM,38,0
10,ATM,27.2,0
8,POS,56.5,0
20,ATM,44.1,0
16,Online,55.5,0
10,POS,40.2,0
19,Online,61.6,0
12,Online,55.2,1
16,POS,53.5,1
22,ATM,57.1,0
7,ATM,66.1,0
10,ATM,50.1,0
21,Online,36.8,0
12,Online,46.4,0
8,Online,38.5,0
7,POS,45.4,0
18,POS,38.6,0
21,POS,37.5,0
20,Online,39.6,0
22,Online,51.7,0
17,ATM,49.9,0
0,POS,33.9,1
7,ATM,36.5,0
11,Online,38.3,0
11,ATM,43,0
20,Online,38.5,0
12,ATM,48.8,0
20,ATM,43.1,0
7,ATM,59.3,0
13,Online,32.7,0
12,Online,32.4,0
8,ATM,49.6,0
18,POS,57.5,0
15,Online,55.6,0
19,ATM,43.9,0
23,POS,57.4,0
12,ATM,36.5,0
18,POS,50.3,1
10,ATM,57.6,0
15,Online,28.3,0
14,ATM,43.9,0
17,POS,38.5,0
22,POS,40.7,0
8,ATM,35.8,0
23,Online,57.2,0
22,POS,71.4,0
21,POS,32,0
23,ATM,48.3,0
15,Online,36.5,0
9,POS,64.3,0
19,ATM,49,0
16,POS,56.5,0
21,Online,34.2,0
18,POS,56,0
8,Online,39.6,0
17,ATM,51.2,0
7,ATM,51.6,0
12,Online,33.8,0
17,POS,56.6,0
21,Online,48.1,0
5,POS,44.7,1
7,POS,45.7,0
21,Online,40.1,0
23,ATM,36.6,0
22,ATM,59.3,0
14,Online,44.6,0
8,Online,56.7,0
17,ATM,50.4,0
10,Online,38.8,0
22,Online,44.9,0
14,Online,40.2,0
17,Online,53,0
20,Online,48,0
9,ATM,41,0
19,ATM,42.9,0
21,ATM,47.3,0
15,Online,35.3,0
13,Online,49.8,0
16,ATM,48.7,0
20,ATM,51.8,0
22,POS,40.9,0
7,Online,32.1,0
19,Online,46.9,0
10,Online,46.1,0
21,Online,56.4,0
12,ATM,43,0
22,ATM,38.3,0
11,Online,46.9,0
12,POS,40.8,0
20,ATM,43.8,0
13,Online,43.8,0
15,Online,43.3,0
14,POS,45.9,0
19,ATM,46.7,0
15,Online,33.2,1
15,POS,45.2,0
18,ATM,46.8,0
23,ATM,44.5,0
19,Online,34.3,0
19,POS,42.2,0
18,POS,46.8,0
15,ATM,39.2,0
7,ATM,44,0
20,POS,50.2,0
8,ATM,34.6,0
15,POS,36,0
16,ATM,46.4,0
9,Online,35,0
18,POS,40.1,0
12,ATM,42.1,0
23,Online,44.4,0
16,ATM,44.7,0
20,Online,48.8,0
13,POS,33.6,0
17,POS,37.2,0
20,ATM,45.1,0
14,ATM,44.2,0
16,ATM,27.7,0
8,POS,49.3,0
19,Online,28.3,1
18,ATM,36.8,0
9,Online,59,0
1,Online,59.4,1
10,Online,51.1,0
19,POS,44.8,0
10,POS,45.6,0
18,POS,50.7,1
9,ATM,38.3,0
18,Online,44.9,0
9,POS,32.2,0
22,ATM,29.9,0
23,Online,49.3,0
23,ATM,31.7,0
12,Online,61.4,0
20,POS,38.9,0
9,Online,39.5,0
13,ATM,55.9,0
14,POS,29.1,0
11,ATM,31.9,0
10,Online,52.9,0
21,POS,50.2,0
2,Online,48.1,1
14,Online,52.7,0
0,ATM,44.4,1
21,Online,32,0
19,Online,59.3,0
14,Online,52.2,0
18,POS,51,0
11,POS,35,0
15,Online,36.8,0
19,Online,45.5,0
15,POS,54.3,0
8,Online,35.1,0
13,ATM,42.7,0
15,POS,46.8,0
10,POS,55,0
20,Online,47.3,0
16,POS,45.6,0
14,Online,39.9,0
14,ATM,44.2,0
9,POS,34.4,0
14,POS,57.8,0
14,Online,36.6,0
19,POS,47.4,0
11,Online,51.3,0
12,Online,43.2,0
2,ATM,46.3,1
15,POS,43.1,0
8,Online,53,0
8,ATM,53.3,0
10,POS,39,0
23,ATM,48.9,0
20,ATM,43.1,0
5,POS,54.3,1
21,Online,56.7,0
12,Online,48.7,0
15,ATM,74.1,0
23,ATM,41.2,0
19,ATM,48.2,0
17,Online,45,0
12,POS,55.3,0
22,ATM,55.6,0
12,ATM,59.6,0
12,ATM,41.8,0
21,POS,28.5,0
20,POS,39.2,0
19,POS,44.2,0
9,POS,65.5,0
15,Online,51,0
18,ATM,45.5,0
12,POS,37.9,0
18,ATM,38.2,0
12,Online,27.6,0
18,POS,41.1,0
23,Online,51.2,0
12,ATM,34,0
11,Online,41,0
12,ATM,45,0
13,POS,33.3,0
11,Online,57,0
9,POS,50.8,0
13,POS,41.8,0
15,POS,35.4,0
14,Online,47.7,0
23,ATM,39.3,0
11,POS,51.3,0
23,POS,16,0
14,ATM,53.7,0
12,ATM,46.4,0
21,POS,47,0
10,Online,45.1,0
0,Online,30.4,1
18,ATM,50.9,0
21,ATM,28,0
17,POS,41.5,0
15,POS,47.1,0
19,POS,32.1,0
20,POS,44.6,0
8,POS,42.2,0
8,POS,40.2,0
9,POS,39.9,0
20,ATM,40.3,0
20,Online,58.5,0
9,POS,36.6,0
15,Online,55.7,0
7,Online,45.2,0
22,ATM,25.3,0
14,POS,50.8,0
18,POS,43.2,0
9,Online,53.5,0
23,ATM,47.3,0
17,Online,29.7,0
20,Online,58.6,0
10,Online,51.6,0
12,POS,50.6,0
17,Online,48.2,0
7,ATM,42,0
21,ATM,41.6,0
8,ATM,53.7,0
18,POS,61.4,0
6,Online,34.1,1
9,POS,53.6,0
15,POS,46.5,0
11,ATM,46.4,0
4,POS,68.5,1
16,ATM,53.2,0
9,POS,44.2,0
3,POS,34.2,1
20,ATM,45.8,0
14,ATM,49.3,0
19,POS,41.7,0
8,Online,58.7,0
12,ATM,43.7,0
22,ATM,49.3,0
7,POS,36.4,0
7,Online,33.9,0
8,ATM,59.6,0
21,Online,37.4,1
8,POS,36.5,0
11,ATM,45.3,0
11,ATM,58.4,0
22,POS,47.1,0
16,POS,36.1,0
20,Online,44,0
12,POS,39.2,0
22,ATM,49.6,0
23,POS,64.7,0
14,ATM,41.1,0
13,ATM,47.9,0
12,Online,48,0
8,Online,54.2,0
18,ATM,50.8,0
14,ATM,59.2,0
12,POS,49.5,0
17,POS,41.2,0
13,Online,45,0
9,Online,55.3,0
9,Online,33.8,0
18,POS,48.1,0
19,POS,32.6,0
14,Online,59.6,0
18,Online,23.8,0
9,POS,46.4,0
11,ATM,34.9,0
10,Online,41.3,0
17,ATM,39.8,0
10,POS,64.5,0
16,ATM,43,0
18,POS,54.4,0
23,Online,63.2,0
21,ATM,53.8,0
18,POS,41.7,0
7,ATM,42.5,0
13,POS,42.6,0
11,POS,44.7,0
13,ATM,54,0
15,POS,50.4,0
16,POS,65.1,0
20,ATM,48.9,0
12,POS,28.4,0
6,ATM,57.5,1
8,Online,48.6,0
11,ATM,47.5,0
20,Online,25.4,0
11,ATM,31.7,0
9,POS,47.6,0
23,Online,42.7,0
7,Online,41.3,0
15,Online,48,0
13,ATM,57.8,1
16,ATM,57.7,0
18,Online,75,0
18,Online,52.6,0
21,ATM,48.2,0
18,POS,24.7,0
9,Online,52.9,1
11,ATM,36.7,0
0,ATM,26.8,1
15,POS,51.5,0
20,POS,48,0
16,ATM,47.1,0
1,POS,42.2,1
6,ATM,55.7,1
21,ATM,49.1,0
16,ATM,45.6,0
22,ATM,53.3,0
22,Online,49.4,0
19,POS,45.2,0
22,Online,40.9,0
23,Online,59.9,0
19,POS,30.4,0
8,Online,22.1,0
21,Online,57.8,0
22,POS,44,0
8,Online,49.1,0
16,ATM,37.1,0
17,Online,39.9,0
23,Online,50.4,0
13,Online,33.2,0
8,ATM,44.9,0
10,Online,56.7,0
7,POS,45.8,0
23,ATM,41.7,0
18,Online,49.8,0
13,ATM,35.8,0
9,POS,40,0
8,Online,34.7,0
13,Online,52.5,0
22,POS,23.8,0
19,POS,50.4,0
14,ATM,33.3,0
19,ATM,66.6,0
21,Online,51,0
13,Online,45.1,0
2,POS,48.6,1
15,Online,63.3,0
7,ATM,30.5,0
12,ATM,32,0
23,Online,40.4,0
17,Online,47.6,0
23,POS,54.4,0
15,Online,35.9,0
18,ATM,58.3,0
19,POS,40.2,0
9,POS,39.7,0
11,Online,54.5,0
10,Online,47.9,0
15,ATM,64.2,0
18,ATM,36.2,0
14,ATM,56.1,0
17,POS,52.8,1
9,POS,41.3,0
17,ATM,43.1,0
7,ATM,37.2,0
15,Online,27.4,0
16,ATM,33.9,0
8,ATM,49.8,0
5,POS,54.3,1
23,POS,38.7,0
21,POS,54.4,0
14,Online,31,0
14,Online,59.2,0
14,ATM,48.6,0
12,POS,51.9,0
17,POS,40.7,0
7,POS,42.4,0
10,Online,38.1,0
11,Online,37.8,0
14,Online,43.5,0
23,ATM,48.4,0
1,POS,52.9,1
22,ATM,54.2,0
17,Online,44.6,0
14,POS,36.9,0
18,Online,62.1,0
21,Online,36,0
20,ATM,47.3,0
20,POS,45.2,0
21,POS,63.8,0
15,Online,46,0
11,Online,36.8,0
14,Online,46.3,1
23,Online,46.3,0
21,Online,48.4,0
18,ATM,30.5,0
17,ATM,46.4,0
13,POS,53,0
16,Online,36.6,0
13,POS,33.3,0
9,ATM,39,0
12,POS,59.7,0
10,ATM,45.4,0
10,ATM,36.3,0
11,POS,41.9,0
23,ATM,31.7,0
19,ATM,44.2,0
17,ATM,50.5,0
19,Online,43.1,0
21,Online,54.7,0
20,Online,42.4,0
9,ATM,49.7,0
23,POS,38.5,0
14,Online,53.5,0
12,ATM,51,0
13,POS,39.8,0
16,ATM,33.8,0
21,ATM,56,0
6,POS,43.1,1
7,POS,52,0
16,POS,56.9,0
16,ATM,28.2,0
21,ATM,37.7,0
8,ATM,52.3,0
22,Online,61.3,0
15,ATM,49.7,0
14,Online,59.7,0
10,ATM,30.2,0
12,Online,43.8,0
21,POS,25.3,0
11,ATM,63,0
9,ATM,45.5,0
11,Online,47.4,0
16,ATM,35,0
21,Online,46.2,0
20,ATM,37.1,0
19,Online,43.4,0
21,ATM,45.1,0
11,ATM,43.6,0
11,Online,42.6,0
8,POS,59.3,0
14,POS,39.2,0
19,POS,46.2,0
12,Online,57.4,1
13,POS,59.6,0
14,Online,61.6,0
8,Online,36.4,0
10,POS,52.7,0
21,Online,57.7,0
22,POS,28.5,0
12,Online,38.1,0
19,POS,43.2,0
14,ATM,50.2,0
13,Online,55.4,1
16,Online,45.1,0
22,POS,28.6,0
16,Online,50.2,0
9,POS,53.3,0
17,ATM,51.2,0
12,ATM,26.3,0
18,Online,42,0
15,Online,42.3,0
23,Online,44.6,0
20,Online,54.4,0
8,Online,34,0
12,POS,39.4,0
9,ATM,46.1,0
23,ATM,46.3,0
14,ATM,30.3,0
14,POS,55.5,1
13,Online,48.1,1
20,ATM,46.5,0
17,ATM,54.3,0
19,ATM,42.9,0
21,Online,21.8,0
23,ATM,34.3,0
8,Online,40.4,0
21,POS,43.1,0
15,POS,35.8,0
14,POS,51.3,0
17,Online,47.8,0
20,POS,34.7,0
22,Online,44.6,0
13,Online,60.7,0
19,POS,58.2,0
22,POS,53.6,1
19,ATM,43.4,0
7,ATM,23.2,0
12,Online,41.5,0
19,Online,55.9,0
11,POS,41,0
10,POS,35.7,0
10,ATM,38,0
12,ATM,46.9,0
8,ATM,38.2,0
14,Online,20.2,0
16,ATM,35.6,0
22,POS,57.1,0
9,POS,60.4,0
12,POS,46.6,0
21,POS,52.4,0
23,ATM,51.7,0
20,POS,33.9,0
13,Online,37.5,0
7,POS,62,0
16,POS,49.3,0
17,Online,46.3,0
15,Online,39.1,0
16,POS,42.1,0
17,POS,58.4,0
1,Online,25.7,1
17,ATM,75.4,0
23,Online,45.6,0
1,ATM,54.1,1
19,ATM,51.5,0
16,Online,52.1,0
7,POS,39.8,0
10,POS,31.2,0
23,Online,41,0
18,Online,45.5,0
15,Online,42.1,0
14,Online,61.9,0
18,Online,25.6,0
16,Online,47.9,0
13,ATM,50.8,0
13,POS,53.9,0
13,ATM,29.4,0
15,ATM,63.9,1
16,Online,49.4,1
20,POS,51.1,0
16,ATM,43,0
18,Online,52.3,0
16,ATM,32.8,0
18,POS,50.6,0
15,ATM,36.6,0
22,Online,44.1,0
17,Online,41.2,1
21,ATM,67.7,0
16,Online,46.1,0
22,ATM,39.4,0
17,Online,58.8,0
15,POS,48.2,0
3,Online,44.3,1
20,POS,48.6,0
17,Online,39,0
18,ATM,59.3,1
16,Online,60.1,0
16,Online,50.2,0
13,Online,34,0
21,Online,47.6,0
6,Online,42.6,1
17,ATM,50.3,0
10,ATM,59,0
12,ATM,20.8,0
15,ATM,37.7,0
23,Online,47.9,0
16,POS,61.7,0
8,Online,26.8,0
14,ATM,45.6,0
23,ATM,58.6,0
13,ATM,65.2,0
10,POS,39.5,0
21,Online,37.1,0
15,ATM,39.3,0
22,POS,52.9,0
23,ATM,64.5,0
11,POS,43.7,0
18,POS,46.8,0
15,Online,46.3,0
10,POS,45.4,0
18,POS,33.1,0
20,Online,38.6,0
13,POS,30.4,0
15,Online,52.6,0
12,Online,33.4,0
11,POS,49.1,0
17,Online,59.5,0
12,Online,58.4,0
20,POS,48.1,0
5,POS,52.5,1
15,ATM,49.5,0
11,POS,54.4,0
2,ATM,53.8,1
8,ATM,48.5,0
8,ATM,36.4,0
11,POS,54.9,0
11,POS,55.3,0
20,POS,52,0
12,Online,51.3,0
15,ATM,36.8,0
14,Online,29.6,0
9,Online,47.9,0
19,ATM,34.3,0
22,ATM,41.6,0
7,POS,43.2,0
11,POS,42.1,0
23,Online,58,0
15,Online,48.8,0
20,Online,43,0
14,ATM,47.1,0
0,Online,32.7,1
20,POS,31.7,0
8,POS,43.1,0
9,ATM,51.6,0
15,Online,45.6,0
7,POS,31.7,0
9,POS,43.5,0
17,POS,39.4,0
21,POS,51.9,0
22,Online,37.2,0
22,POS,44.8,0
22,Online,39.5,0
17,Online,54.8,0
10,Online,37.3,1
14,ATM,46.1,0
8,POS,50.2,0
21,Online,70.5,0
9,ATM,43.2,0
16,ATM,37.8,0
20,ATM,26.9,0
21,POS,36.2,0
13,POS,49.2,0
12,ATM,54.9,0
22,POS,30.2,0
20,Online,54.4,0
18,Online,55.6,0
7,ATM,40.5,0
14,Online,36.8,0
10,POS,34.4,0
7,POS,46.9,0
22,ATM,53.4,0
14,Online,61.7,0
2,Online,55.3,1
3,POS,31.3,1
10,POS,37.7,0
14,ATM,47.2,0
19,Online,47.1,0
10,ATM,56.5,0
16,ATM,59.6,0
12,ATM,23.7,0
15,POS,36.2,0
7,Online,38.8,0
15,Online,45.7,0
9,Online,28.7,0
22,Online,53.6,0
9,POS,47,0
12,ATM,42.1,0
20,POS,45.5,0
19,Online,37,0
13,POS,49.4,0
7,Online,33.6,0
14,ATM,63.9,0
14,POS,53.2,0
13,ATM,57.1,0
22,ATM,28.6,0
17,ATM,46.1,0
20,Online,37.3,0
3,Online,40.4,1
13,POS,51.1,0
18,ATM,45.7,0
7,POS,37.2,0
7,ATM,35.1,0
19,ATM,41.9,0
17,ATM,33.4,0
21,POS,51.7,0
18,ATM,43.2,0
12,ATM,30.3,0
14,ATM,47.8,0
19,Online,40.6,0
13,ATM,34.4,0
13,Online,41.9,0
17,Online,42.1,0
19,Online,52.4,0
0,Online,57.4,1
15,ATM,45.7,0
22,POS,33.4,0
21,Online,43.5,0
7,POS,35.8,0
23,ATM,30,0
16,ATM,25.4,0
19,POS,44.6,0
20,Online,38.5,0
9,POS,47.1,0
14,ATM,35.3,0
19,ATM,49.9,0
11,Online,53.8,0
13,POS,42.2,0
10,POS,52.2,0
13,POS,50.2,0
11,POS,54.1,0
7,POS,43.3,0
18,POS,29.9,0
23,ATM,29.5,0
15,Online,36.1,0
7,Online,49.6,0
14,POS,41.3,0
8,ATM,34.1,0
22,POS,31.9,0
17,Online,32.7,0
22,POS,35.3,0
20,Online,33.6,0
12,ATM,46.1,0
11,ATM,35.4,1
